battery_id,cycle,observed,predicted,feature_set,length,baseline
12,167,0.9957187800079623,0.9955474556608259,M1,150,TS
12,168,0.9956256062307962,0.9955467823575878,M1,150,TS
12,169,0.9955638034557666,0.9955275830036394,M1,150,TS
12,170,0.995517288368672,0.9955108257686478,M1,150,TS
12,171,0.9955193786141443,0.9954556136711027,M1,150,TS
12,172,0.9954981882957448,0.9953722999660836,M1,150,TS
12,173,0.9954579803391037,0.9953066329989639,M1,150,TS
12,174,0.9954238374706464,0.9952461665107325,M1,150,TS
12,175,0.995400931370721,0.9952006734654255,M1,150,TS
12,176,0.9953770856030706,0.9951505773249574,M1,150,TS
12,177,0.9953392362431142,0.9951244648317225,M1,150,TS
12,178,0.9953084427222629,0.9951194459458043,M1,150,TS
12,179,0.9952961128171749,0.9951147023212129,M1,150,TS
12,180,0.99530106766799,0.9951194530334484,M1,150,TS
12,181,0.9952783788360806,0.9951104978370704,M1,150,TS
12,182,0.9952234549725187,0.995102384703534,M1,150,TS
12,183,0.9951648897320904,0.9950933358079821,M1,150,TS
12,184,0.9951172409488205,0.995065082368349,M1,150,TS
12,185,0.9950643536166401,0.9950316870872593,M1,150,TS
12,186,0.9950033249822401,0.9949700427087109,M1,150,TS
12,187,0.9949131124957803,0.9949098044004505,M1,150,TS
12,188,0.9948103844069475,0.9948565199201205,M1,150,TS
12,189,0.9947515845784494,0.9948087302345365,M1,150,TS
12,190,0.9947036933144273,0.9947617853967012,M1,150,TS
12,191,0.9946534388496556,0.99472845994449,M1,150,TS
12,192,0.9946082764806821,0.994667993337582,M1,150,TS
12,193,0.9945468720668882,0.9945866045783838,M1,150,TS
12,194,0.9945116759637709,0.9945238816440628,M1,150,TS
12,195,0.9944588077055738,0.9944369040275112,M1,150,TS
12,196,0.9944023791897465,0.9943735102118265,M1,150,TS
12,197,0.994339854015007,0.9943130418115561,M1,150,TS
12,198,0.994271232181353,0.994255498826697,M1,150,TS
12,199,0.9941965136887845,0.9942008812572491,M1,150,TS
12,200,0.9941156985373015,0.9941491891032127,M1,150,TS
13,151,0.9971218402728154,0.9967794223269775,M1,150,TS
