draw,best_existing_prediction,optimized_candidate_prediction,candidate_minus_existing
369,2.51810407053393e-05,2.05715114830602e-05,-4.609529222279101e-06
370,1.8749351537307137e-05,2.284809205994897e-05,4.098740522641834e-06
371,1.9716372855715845e-05,2.229715011590018e-05,2.5807772601843347e-06
372,2.236508429519171e-05,1.9968988686995815e-05,-2.396095608195896e-06
373,2.0856069798909692e-05,2.2426057832578666e-05,1.5699880336689742e-06
374,2.420224942331854e-05,2.1311007694232146e-05,-2.8912417290863936e-06
375,1.8880549853687188e-05,2.0300016217336432e-05,1.4194663636492446e-06
376,2.005159657936954e-05,1.9294647026311166e-05,-7.569495530583724e-07
377,1.9178385337918568e-05,1.9696107279082284e-05,5.177219411637162e-07
378,1.798197357014245e-05,2.1407575554519107e-05,3.425601984376659e-06
379,1.7991860759679615e-05,1.9281780701118353e-05,1.289919941438738e-06
380,1.710393228814214e-05,2.1507352000232276e-05,4.403419712090134e-06
381,2.140398842387339e-05,2.0702601017391484e-05,-7.013874064819067e-07
382,1.795327098025049e-05,1.9735924802283733e-05,1.7826538220332447e-06
383,2.205476611664542e-05,2.3569737156197958e-05,1.5149710395525378e-06
384,2.1659075598877104e-05,2.1025604618049606e-05,-6.33470980827498e-07
385,1.6925012795997807e-05,1.990578025636321e-05,2.980767460365402e-06
386,1.997802539484587e-05,1.9815935994869535e-05,-1.6208939997633664e-07
387,2.2834475127691773e-05,2.074163179640106e-05,-2.092843331290712e-06
388,1.638880514572263e-05,1.7310410784909108e-05,9.216056391864798e-07
389,2.4768687853913765e-05,2.3153391248038714e-05,-1.615296605875051e-06
390,1.6829043043374614e-05,1.7718224671784936e-05,8.891816284103211e-07
391,2.5462091129173358e-05,2.3454779058161406e-05,-2.007312071011952e-06
392,2.0157340669749596e-05,2.284674318077601e-05,2.689402511026416e-06
393,1.9513904967385372e-05,2.4738456601858942e-05,5.22455163447357e-06
394,2.040481372877576e-05,2.0176310562369662e-05,-2.2850316640609836e-07
395,1.9709532056933637e-05,2.184782000052211e-05,2.138287943588473e-06
396,2.1470896029218304e-05,1.9121999340470038e-05,-2.348896688748266e-06
397,1.7907656913010137e-05,1.9971947834967437e-05,2.0642909219573e-06
398,1.9637630865242623e-05,1.9941353335906003e-05,3.0372247066337983e-07
399,1.836996202206589e-05,2.173841464523306e-05,3.3684526231671694e-06
400,2.5457080488867006e-05,2.2508746713313224e-05,-2.948333775553782e-06
401,2.1013877491838615e-05,1.8066340417244665e-05,-2.9475370745939494e-06
402,2.378307799148399e-05,2.3929241228618665e-05,1.4616323713467392e-07
403,2.3370096692064604e-05,2.255036085861266e-05,-8.197358334519436e-07
404,2.3186006686558328e-05,1.886862959595518e-05,-4.317377090603148e-06
405,1.818357860297945e-05,1.81799096152427e-05,-3.668987736751703e-09
406,2.0819692653984386e-05,1.8395946954230114e-05,-2.423745699754272e-06
407,2.1667964765420315e-05,1.866448983372583e-05,-3.0034749316944848e-06
408,2.1133910014833023e-05,1.9861534622083222e-05,-1.2723753927498007e-06
409,2.3442930954706767e-05,2.2970996166223412e-05,-4.7193478848335434e-07
410,1.8954463008522386e-05,2.0472674101391985e-05,1.5182110928695989e-06
411,2.3164057645803655e-05,2.440734302731351e-05,1.2432853815098544e-06
412,1.9451595714753264e-05,2.186662633468523e-05,2.4150306199319674e-06
413,2.312664970295169e-05,2.1522989146909856e-05,-1.6036605560418359e-06
414,2.197511477406119e-05,1.8752648905490898e-05,-3.222465868570294e-06
415,1.9389369532930453e-05,1.8896685992617986e-05,-4.926835403124675e-07
416,1.9221122437415537e-05,1.9969744532322047e-05,7.486220949065097e-07
417,2.065312733790535e-05,2.153509814508812e-05,8.819708071827684e-07
418,1.9060297368760357e-05,2.2042288498196517e-05,2.98199112943616e-06
419,1.7359774212892507e-05,1.810198861061011e-05,7.422143977176045e-07
420,2.2631348756312323e-05,2.066595822334058e-05,-1.965390532971744e-06
421,2.035165761030195e-05,2.359066225650462e-05,3.2390046462026704e-06
422,2.0749084391304313e-05,2.0378525877506296e-05,-3.705585137980169e-07
423,2.1955878055501435e-05,2.0831920385737633e-05,-1.123957669763802e-06
424,2.1901923461674133e-05,2.026119104584102e-05,-1.6407324158331126e-06
425,1.3858562297189342e-05,1.6332661601614607e-05,2.4740993044252654e-06
426,2.142647443178622e-05,1.9663022010027547e-05,-1.7634524217586732e-06
427,2.5972795580787174e-05,2.139038269203458e-05,-4.582412888752594e-06
428,1.7947762722578366e-05,1.74398953566129e-05,-5.078673659654659e-07
429,1.7364573512559605e-05,1.8627808526582196e-05,1.2632350140225906e-06
430,1.9515886063037116e-05,2.225327781587651e-05,2.7373917528393944e-06
431,1.4531420396237875e-05,1.6639364270830738e-05,2.1079438745928632e-06
432,2.068159206679203e-05,2.1573295004980132e-05,8.917029381881012e-07
433,2.3020487598790805e-05,1.9340246595933802e-05,-3.6802410028570028e-06
434,2.182498651122219e-05,2.069725924830446e-05,-1.127727262917729e-06
435,1.502800959819353e-05,1.9725154182710082e-05,4.697144584516552e-06
436,2.45913274862394e-05,2.303302781443269e-05,-1.5582996718067084e-06
437,1.868299356578036e-05,2.2585993987709478e-05,3.903000421929117e-06
438,2.1656629564833294e-05,2.1734985690094093e-05,7.835612526079969e-08
439,2.005832213020859e-05,1.9403211753683524e-05,-6.55110376525065e-07
440,1.822615694215843e-05,1.9532341143249353e-05,1.3061842010909214e-06
441,1.6362362314813456e-05,1.796641100562059e-05,1.604048690807134e-06
442,2.1263153195598645e-05,2.0957449238468287e-05,-3.0570395713035853e-07
443,2.2759704101085423e-05,2.2022793169346507e-05,-7.369109317389156e-07
444,2.0765251752147668e-05,2.101967443066424e-05,2.5442267851657146e-07
445,1.9462166506197547e-05,2.1192854480552344e-05,1.7306879743547975e-06
446,1.9491840931328953e-05,2.010625321462133e-05,6.144122832923765e-07
447,1.987474095048331e-05,1.8600417312001752e-05,-1.2743236384815588e-06
448,2.1464437912840325e-05,2.105214884701473e-05,-4.122890658255961e-07
449,2.1935734825733142e-05,2.117986558987716e-05,-7.558692358559811e-07
450,2.4541138768293397e-05,2.1818524393583624e-05,-2.7226143747097728e-06
451,2.090163137010361e-05,2.10251179091111e-05,1.2348653900748962e-07
452,1.9826439860579983e-05,2.1006157272105138e-05,1.179717411525155e-06
453,1.9443166889788884e-05,2.0119499223385377e-05,6.763323335964925e-07
454,2.0034319887500134e-05,2.213651807859262e-05,2.1021981910924857e-06
455,1.967658938801095e-05,2.2568878320682554e-05,2.8922889326716034e-06
456,2.3106534383213493e-05,2.1152604331508796e-05,-1.9539300517046974e-06
457,2.3499818550285706e-05,2.2079119835188972e-05,-1.4206987150967332e-06
458,2.1748401900136657e-05,1.9253132244880113e-05,-2.4952696552565445e-06
459,1.6895899079445618e-05,2.0953607087515716e-05,4.057708008070098e-06
460,1.9275108482861973e-05,1.916278538205793e-05,-1.1232310080404445e-07
461,2.3154012924283695e-05,1.9623509958095136e-05,-3.53050296618856e-06
462,1.6223044145773212e-05,1.880764486268197e-05,2.5846007169087565e-06
463,1.9029321209865865e-05,1.9965060647090664e-05,9.357394372247992e-07
464,1.4776210540289273e-05,1.7669015202229276e-05,2.8928046619400036e-06
465,2.5286341369938605e-05,2.208083358180795e-05,-3.2055077881306565e-06
466,1.710576580599349e-05,2.0436322528987207e-05,3.330556722993718e-06
467,2.155208341399348e-05,2.0286781838805423e-05,-1.2653015751880556e-06
468,1.6798589744759142e-05,1.6967792252388566e-05,1.6920250762942414e-07
469,1.6973313642175655e-05,2.080621578102628e-05,3.832902138850625e-06
470,2.1689316856411875e-05,2.2197853161656012e-05,5.085363052441371e-07
471,1.820588101696948e-05,1.844493176358306e-05,2.390507466135786e-07
472,1.9490418963365524e-05,2.0745798101483202e-05,1.2553791381176777e-06
473,1.9805660390690647e-05,1.8450364324450868e-05,-1.3552960662397784e-06
474,2.3237935252468066e-05,2.303045379573991e-05,-2.0748145672815673e-07
475,1.714186037712844e-05,2.2175828041194582e-05,5.033967664066142e-06
476,2.0283459497219132e-05,2.006908982641194e-05,-2.1436967080719138e-07
477,1.9934460604153115e-05,2.0553735238326037e-05,6.19274634172922e-07
478,2.182652560560805e-05,2.03176197545004e-05,-1.5089058511076488e-06
479,1.896832983783004e-05,2.1947458459496622e-05,2.9791286216665806e-06
480,2.059941908395436e-05,2.1440285437805826e-05,8.408663538514673e-07
481,2.3368670232308713e-05,2.0623375017066184e-05,-2.745295215242529e-06
482,1.9687187625501314e-05,1.9313830180423527e-05,-3.7335744507778663e-07
483,2.0644419494358732e-05,2.179952731277683e-05,1.1551078184180984e-06
484,2.1002407906827612e-05,2.0076533190116674e-05,-9.258747167109377e-07
485,2.1414390453650032e-05,2.2890318831307275e-05,1.475928377657243e-06
486,1.8034495980818865e-05,2.1157524422122326e-05,3.123028441303461e-06
487,1.8938520594193473e-05,1.9355003103505547e-05,4.164825093120742e-07
488,1.814110036149509e-05,1.807884410655341e-05,-6.225625494167802e-08
489,2.3537684263809512e-05,2.0689692074341243e-05,-2.8479921894682686e-06
490,1.9175931561459823e-05,1.9762955448735074e-05,5.870238872752514e-07
491,2.145277767097201e-05,2.2651300956919657e-05,1.1985232859476487e-06
492,2.23067156643133e-05,1.9968959170318565e-05,-2.337756493994734e-06
493,2.0697309610205748e-05,1.9657765366867104e-05,-1.0395442433386434e-06
494,2.1248168037072223e-05,2.236726587803942e-05,1.119097840967198e-06
495,2.0326911928552655e-05,2.0970007982369693e-05,6.430960538170376e-07
496,2.5751743290520206e-05,2.0972223831187036e-05,-4.7795194593331695e-06
497,1.705083664882688e-05,1.765805045866448e-05,6.072138098376015e-07
498,1.722818551134864e-05,1.9730784880334156e-05,2.502599368985515e-06
499,2.430064511378688e-05,2.2900192156631116e-05,-1.400452957155765e-06
500,1.7144294423946788e-05,1.86894907765179e-05,1.5451963525711106e-06
501,1.8181769413532345e-05,2.130196311069101e-05,3.120193697158665e-06
502,1.9896678971421655e-05,2.216976963985026e-05,2.273090668428606e-06
503,1.882053497440071e-05,1.969296856635701e-05,8.724335919563026e-07
504,1.8739387392454725e-05,1.862383059645364e-05,-1.1555679600108482e-07
505,2.2638221922944382e-05,2.276771399914973e-05,1.2949207620534603e-07
506,2.0824916156055875e-05,1.8737643011845335e-05,-2.0872731442105397e-06
507,1.9206607158714702e-05,2.1961580813096208e-05,2.7549736543815064e-06
508,2.108200458835522e-05,2.0739150921056257e-05,-3.42853667298964e-07
509,2.182373929844765e-05,2.0371533871503783e-05,-1.4522054269438668e-06
510,2.2549755089045913e-05,2.170132658701023e-05,-8.484285020356826e-07
511,1.9213478821195842e-05,2.259461324024244e-05,3.3811344190465997e-06
512,2.466512126173131e-05,2.1062380052284964e-05,-3.602741209446346e-06
513,2.005824969770444e-05,1.917681906199216e-05,-8.81430635712281e-07
514,2.4353314771954648e-05,2.0829815494385927e-05,-3.523499277568721e-06
515,1.937241017288548e-05,2.008305115908351e-05,7.106409861980302e-07
516,1.9347843349558655e-05,1.9783014739868157e-05,4.351713903095019e-07
517,1.762005546949999e-05,2.035773035380248e-05,2.73767488430249e-06
518,2.2473708321709832e-05,2.1899714925761727e-05,-5.739933959481049e-07
519,2.1747709193514716e-05,2.1665229984101353e-05,-8.247920941336216e-08
520,1.8940991824699452e-05,2.256520047551436e-05,3.624208650814909e-06
521,1.668175026159785e-05,2.0148864218400602e-05,3.467113956802754e-06
522,1.8873845411719804e-05,2.0777968660654253e-05,1.904123248934449e-06
523,2.0091634351761638e-05,1.8614296475286197e-05,-1.4773378764754413e-06
524,2.126234389529249e-05,2.2422774514572045e-05,1.1604306192795558e-06
525,2.1303708985384652e-05,1.9622678156991615e-05,-1.681030828393037e-06
526,1.8932229881945058e-05,1.9089300469281413e-05,1.570705873363558e-07
527,2.146680860101495e-05,1.9642185024249725e-05,-1.8246235767652242e-06
528,2.157549580128652e-05,1.926898563760286e-05,-2.306510163683662e-06
529,1.9807234590536906e-05,1.8549578998984664e-05,-1.257655591552242e-06
530,2.2620999701432584e-05,2.0106830020685904e-05,-2.5141696807466804e-06
531,1.990907857986417e-05,1.8543620522539156e-05,-1.3654580573250121e-06
532,2.2747123232220365e-05,2.1915458778980235e-05,-8.316644532401293e-07
533,2.1039016383532693e-05,2.220090783315099e-05,1.1618914496182973e-06
534,2.0572573298657078e-05,1.849432335476922e-05,-2.0782499438878585e-06
535,2.0359128120535387e-05,1.9620027064153244e-05,-7.391010563821422e-07
536,2.4195317938578857e-05,2.160196987122072e-05,-2.593348067358136e-06
537,2.0984071370912036e-05,2.1752301399895633e-05,7.682300289835965e-07
538,2.1919932454650177e-05,2.1488551754258217e-05,-4.3138070039195993e-07
539,1.6401846882319183e-05,1.95878622119308e-05,3.1860153296116167e-06
540,2.177202566210717e-05,2.1401230332654558e-05,-3.707953294526106e-07
541,2.1908176500463893e-05,2.09636054611437e-05,-9.445710393201928e-07
542,2.443325645690253e-05,2.036642780556422e-05,-4.0668286513383105e-06
543,1.7909225448861627e-05,1.806937217699544e-05,1.601467281338122e-07
544,2.0760253307977287e-05,1.8700597044838702e-05,-2.059656263138584e-06
545,1.6495235947293476e-05,1.8936708332392405e-05,2.4414723850989287e-06
546,1.957850649459871e-05,1.812492002224815e-05,-1.4535864723505632e-06
547,2.1847655451131694e-05,2.106226450642956e-05,-7.853909447021347e-07
548,2.299207979074472e-05,2.2018697562285276e-05,-9.733822284594436e-07
549,1.8996165255903985e-05,2.1022160857890785e-05,2.0259956019868004e-06
550,1.980086971419364e-05,2.1823853657283782e-05,2.0229839430901402e-06
551,1.4868520400875957e-05,2.133618170871158e-05,6.4676613078356245e-06
552,2.2330122059937554e-05,2.1883051328400596e-05,-4.4707073153695806e-07
553,1.9319887406256872e-05,1.9924612883551274e-05,6.047254772944019e-07
554,2.1736707727205165e-05,1.9970850510420308e-05,-1.7658572167848575e-06
555,2.327589502697293e-05,1.97661543803815e-05,-3.5097406465914305e-06
556,2.006546722263104e-05,2.081783949412906e-05,7.523722714980203e-07
557,2.0039017894472676e-05,2.0790888064467113e-05,7.518701699944371e-07
558,2.2151082290086632e-05,2.2218721732199114e-05,6.763944211248145e-08
559,2.1612264480793937e-05,2.2200084693585096e-05,5.87820212791159e-07
560,2.3456591106935003e-05,2.1332548255916837e-05,-2.1240428510181663e-06
561,2.3385772289727968e-05,2.14945404302157e-05,-1.891231859512268e-06
562,1.9939099117299573e-05,2.0016270119922167e-05,7.717100262259413e-08
563,2.150177527989288e-05,2.126599578142963e-05,-2.357794984632477e-07
564,2.0534116096900543e-05,2.1011953903050024e-05,4.77837806149481e-07
565,2.1443772374593033e-05,2.133320416991288e-05,-1.1056820468015275e-07
566,1.8140273398869315e-05,1.9596236205935514e-05,1.4559628070661994e-06
567,2.5595137503435675e-05,2.3407006791459764e-05,-2.188130711975911e-06
568,2.6648339625682263e-05,2.1412366887160197e-05,-5.235972738522066e-06
569,2.1102357567038338e-05,1.921442891799318e-05,-1.887928649045158e-06
570,1.793149439975964e-05,1.7845356780517384e-05,-8.613761924225406e-08
571,1.7218509887018577e-05,2.0340980146989702e-05,3.1224702599711258e-06
572,2.1057737623610756e-05,2.1071111849366054e-05,1.337422575529816e-08
573,1.7773097311175672e-05,2.0407967636799622e-05,2.6348703256239497e-06
574,1.782944301947789e-05,1.7210588510041893e-05,-6.188545094359951e-07
575,2.094996881725241e-05,2.2840055149210433e-05,1.8900863319580218e-06
576,2.065590868388153e-05,2.2413340188612418e-05,1.7574315047308897e-06
577,2.0399812618160732e-05,2.2278264445862322e-05,1.8784518277015903e-06
578,1.4147538360532859e-05,1.862488774969311e-05,4.477349389160251e-06
579,1.8484738634765373e-05,2.0292491415298958e-05,1.8077527805335851e-06
580,1.944600274062119e-05,1.947176083860966e-05,2.5758097988471957e-08
581,2.2375491236307723e-05,1.9803628623858608e-05,-2.571862612449115e-06
582,2.1494102191335165e-05,2.0522863985494996e-05,-9.712382058401691e-07
583,2.1692524527518074e-05,2.0160399676647406e-05,-1.532124850870668e-06
584,2.5160107299857513e-05,2.0260816651660896e-05,-4.8992906481966165e-06
585,2.6334607635189488e-05,2.3339218634189347e-05,-2.995389001000141e-06
586,2.348782369621518e-05,1.9432600646070783e-05,-4.0552230501443955e-06
587,2.4573365807478838e-05,2.405055606999164e-05,-5.228097374871985e-07
588,1.9395605130606227e-05,2.1073266543956753e-05,1.6776614133505257e-06
589,1.9701996224683137e-05,2.1951421462062035e-05,2.2494252373788973e-06
590,2.0578997285353856e-05,2.170489675477714e-05,1.1258994694232837e-06
591,1.8126449062075904e-05,2.4002810351059975e-05,5.8763612889840705e-06
592,2.0327273415139796e-05,1.890492178914395e-05,-1.422351625995845e-06
593,1.8186343363220084e-05,2.0468866749038313e-05,2.282523385818229e-06
594,1.30931211089544e-05,1.8791680073651118e-05,5.698558964696718e-06
595,2.1476536415025797e-05,2.1667795568221515e-05,1.912591531957177e-07
596,1.8293911766258782e-05,2.1725311397476103e-05,3.4313996312173206e-06
597,2.116518908779967e-05,2.1230796295517296e-05,6.560720771762606e-08
598,1.9064269843583173e-05,2.2236190396996944e-05,3.171920553413771e-06
599,2.0996853626457857e-05,1.9798697182313768e-05,-1.1981564441440886e-06
600,2.0176561910014105e-05,1.990879110772497e-05,-2.677708022891355e-07
601,1.8534638435951982e-05,1.785089677367567e-05,-6.837416622763119e-07
602,2.0861901954683768e-05,2.1010342070442383e-05,1.4844011575861548e-07
603,1.616390453868999e-05,2.0264407620078907e-05,4.1005030813889165e-06
604,1.6591699849162588e-05,1.6616322057338336e-05,2.4622208175748147e-08
605,2.115263960898207e-05,1.957275519102823e-05,-1.57988441795384e-06
606,1.677780919677582e-05,1.8006023998433662e-05,1.2282148016578407e-06
607,1.7239955444134138e-05,1.9780911298303583e-05,2.5409558541694456e-06
608,1.9958017788913925e-05,2.2526335000703583e-05,2.5683172117896586e-06
609,1.6936204766671665e-05,2.0833415743831697e-05,3.897210977160032e-06
610,2.5962271251238237e-05,2.208556654224372e-05,-3.876704708994516e-06
611,2.392986971049852e-05,2.2748608084074975e-05,-1.181261626423543e-06
612,2.5336606480362973e-05,2.214126758723397e-05,-3.1953388931290024e-06
613,2.394047330558806e-05,2.2694529044934214e-05,-1.2459442606538453e-06
614,1.8093767043559458e-05,1.96155013405136e-05,1.5217342969541412e-06
615,1.756737408078431e-05,2.042085796236358e-05,2.85348388157927e-06
616,1.821462307708955e-05,1.94987317487892e-05,1.28410867169965e-06
617,2.1358581024594402e-05,1.9567244229910443e-05,-1.7913367946839592e-06
618,1.934689876512507e-05,2.062321655447131e-05,1.2763177893462425e-06
619,2.0259918110414995e-05,2.1952793106867848e-05,1.6928749964528533e-06
620,1.7825543402750548e-05,2.0247609517041813e-05,2.4220661142912656e-06
621,1.8617430266001262e-05,2.2970974044570856e-05,4.353543778569594e-06
622,1.8557052055712292e-05,1.8979720440808704e-05,4.22668385096412e-07
623,1.8144855024959398e-05,2.0615253877589604e-05,2.470398852630206e-06
624,1.9972752928958118e-05,2.174965335624704e-05,1.776900427288921e-06
625,2.172537389194256e-05,2.3659189713556013e-05,1.933815821613454e-06
