battery_id,n0,model,cycle,observed,predicted
1,41,linear,154,1.0031403291482688,1.003198634794267
1,41,linear,155,1.0030422250289976,1.0031744127962017
1,41,linear,156,1.0029556863422409,1.0031501907981362
1,41,linear,157,1.0029072943153923,1.0031259688000709
1,41,linear,158,1.0029532296974646,1.0031017468020054
1,41,linear,159,1.002855579373866,1.00307752480394
1,41,linear,160,1.002860543825376,1.0030533028058746
1,41,linear,161,1.0025763543941397,1.0030290808078093
1,41,linear,162,1.0014383798854618,1.0030048588097438
1,41,linear,163,1.0004746427551507,1.0029806368116783
1,41,linear,164,0.999940860696534,1.002956414813613
1,41,linear,165,0.9996885162089997,1.0029321928155475
1,41,linear,166,0.9999216817116944,1.0029079708174822
1,41,linear,167,1.0005932631675036,1.0028837488194167
1,41,linear,168,1.0013679303061351,1.0028595268213514
1,41,linear,169,1.0020708838385373,1.0028353048232859
1,41,linear,170,1.0030309268578446,1.0028110828252206
1,41,linear,171,1.0023714359521643,1.002786860827155
1,41,linear,172,1.0006014508223022,1.0027626388290898
1,41,linear,173,0.9996034070961728,1.0027384168310243
1,41,linear,174,0.9986270177227583,1.0027141948329588
1,41,linear,175,0.9980836122088909,1.0026899728348935
1,41,linear,176,0.9978717048258827,1.002665750836828
1,41,linear,177,0.9980881334019138,1.0026415288387627
1,41,linear,178,0.9987131474621992,1.0026173068406972
1,41,linear,179,0.9998235511188321,1.0025930848426319
1,41,linear,180,1.0011065231854825,1.0025688628445664
1,41,linear,181,1.0013771727680894,1.002544640846501
1,41,linear,182,1.0016764928582509,1.0025204188484356
1,41,linear,183,1.0023240922011576,1.00249619685037
1,41,linear,184,1.0025496689705158,1.0024719748523048
1,41,linear,185,1.0027810566496334,1.0024477528542393
1,41,linear,186,1.0024387748845074,1.002423530856174
1,41,linear,187,1.0019669105501887,1.0023993088581085
1,41,linear,188,1.001749130863073,1.0023750868600432
1,41,linear,189,1.0018799043084554,1.0023508648619777
1,41,linear,190,1.001666978040517,1.0023266428639124
1,41,linear,191,1.0018924152574733,1.0023024208658469
1,41,linear,192,1.0013201509165075,1.0022781988677816
1,41,linear,193,1.0003872481179652,1.002253976869716
1,41,linear,194,0.999941113240662,1.0022297548716506
1,41,linear,195,0.9986368612832792,1.0022055328735853
1,41,linear,196,0.9980639123735556,1.0021813108755198
1,41,linear,197,0.9975588394878703,1.0021570888774545
